order_id,product_id,category,sub_category,cost_price,list_price,quantity,discount_percent,discount_amount,sale_price,profit
6251,OFF-PA-10004082,Office Supplies,Paper,10.0,10.0,1,4.0,0.4,9.6,-0.4
6252,OFF-AP-10004249,Office Supplies,Appliances,0.0,0.0,1,2.0,0.0,0.0,0.0
6253,OFF-PA-10003441,Office Supplies,Paper,60.0,60.0,9,5.0,3.0,57.0,-3.0
6254,TEC-PH-10004922,Technology,Phones,180.0,200.0,3,5.0,10.0,190.0,10.0
6255,FUR-FU-10001731,Furniture,Furnishings,20.0,20.0,8,3.0,0.6,19.4,-0.6
6256,OFF-LA-10000134,Office Supplies,Labels,10.0,10.0,4,3.0,0.3,9.7,-0.3
6257,OFF-BI-10003166,Office Supplies,Binders,0.0,0.0,1,3.0,0.0,0.0,0.0
6258,OFF-SU-10000646,Office Supplies,Supplies,360.0,380.0,2,5.0,19.0,361.0,1.0
6259,OFF-EN-10004459,Office Supplies,Envelopes,20.0,20.0,3,5.0,1.0,19.0,-1.0
6260,OFF-BI-10003529,Office Supplies,Binders,10.0,10.0,4,4.0,0.4,9.6,-0.4
6261,OFF-BI-10002949,Office Supplies,Binders,10.0,10.0,3,2.0,0.2,9.8,-0.2
6262,OFF-LA-10001158,Office Supplies,Labels,30.0,40.0,4,3.0,1.2,38.8,8.8
6263,OFF-BI-10004584,Office Supplies,Binders,400.0,440.0,7,3.0,13.2,426.8,26.8
6264,OFF-BI-10004965,Office Supplies,Binders,30.0,30.0,3,3.0,0.9,29.1,-0.9
6265,OFF-BI-10004654,Office Supplies,Binders,30.0,30.0,5,5.0,1.5,28.5,-1.5
6266,OFF-PA-10000141,Office Supplies,Paper,0.0,0.0,2,2.0,0.0,0.0,0.0
6267,OFF-PA-10001019,Office Supplies,Paper,120.0,140.0,9,4.0,5.6,134.4,14.4
6268,TEC-PH-10002496,Technology,Phones,290.0,310.0,2,2.0,6.2,303.8,13.8
6269,OFF-BI-10000829,Office Supplies,Binders,20.0,20.0,5,3.0,0.6,19.4,-0.6
6270,TEC-PH-10001448,Technology,Phones,30.0,40.0,1,2.0,0.8,39.2,9.2
6271,FUR-CH-10004983,Furniture,Chairs,1030.0,1160.0,9,2.0,23.2,1136.8,106.8
6272,OFF-AR-10004022,Office Supplies,Art,170.0,180.0,5,3.0,5.4,174.6,4.6
6273,TEC-AC-10001284,Technology,Accessories,100.0,120.0,7,4.0,4.8,115.2,15.2
6274,FUR-FU-10001847,Furniture,Furnishings,10.0,10.0,3,5.0,0.5,9.5,-0.5
6275,TEC-AC-10004595,Technology,Accessories,400.0,430.0,3,5.0,21.5,408.5,8.5
6276,FUR-FU-10004164,Furniture,Furnishings,20.0,20.0,5,3.0,0.6,19.4,-0.6
6277,OFF-LA-10001074,Office Supplies,Labels,80.0,90.0,7,4.0,3.6,86.4,6.4
6278,OFF-ST-10000604,Office Supplies,Storage,60.0,70.0,2,2.0,1.4,68.6,8.6
6279,TEC-PH-10000148,Technology,Phones,20.0,20.0,2,4.0,0.8,19.2,-0.8
6280,OFF-BI-10000042,Office Supplies,Binders,10.0,10.0,3,5.0,0.5,9.5,-0.5
6281,OFF-LA-10000443,Office Supplies,Labels,10.0,10.0,2,3.0,0.3,9.7,-0.3
6282,FUR-FU-10002874,Furniture,Furnishings,50.0,60.0,2,3.0,1.8,58.2,8.2
6283,OFF-ST-10003994,Office Supplies,Storage,120.0,140.0,3,5.0,7.0,133.0,13.0
6284,OFF-EN-10001453,Office Supplies,Envelopes,280.0,300.0,5,3.0,9.0,291.0,11.0
6285,FUR-CH-10000988,Furniture,Chairs,490.0,560.0,5,3.0,16.8,543.2,53.2
6286,FUR-TA-10003238,Furniture,Tables,590.0,660.0,2,3.0,19.8,640.2,50.2
6287,TEC-PH-10001061,Technology,Phones,200.0,240.0,3,5.0,12.0,228.0,28.0
6288,FUR-TA-10003715,Furniture,Tables,460.0,500.0,3,5.0,25.0,475.0,15.0
6289,OFF-BI-10001597,Office Supplies,Binders,160.0,200.0,6,3.0,6.0,194.0,34.0
6290,FUR-CH-10004063,Furniture,Chairs,790.0,920.0,4,3.0,27.6,892.4,102.4
6291,FUR-FU-10001979,Furniture,Furnishings,280.0,330.0,8,2.0,6.6,323.4,43.4
6292,FUR-CH-10001854,Furniture,Chairs,610.0,700.0,2,4.0,28.0,672.0,62.0
6293,TEC-PH-10002923,Technology,Phones,70.0,90.0,3,5.0,4.5,85.5,15.5
6294,OFF-AR-10004691,Office Supplies,Art,50.0,60.0,3,4.0,2.4,57.6,7.6
6295,OFF-BI-10002931,Office Supplies,Binders,30.0,30.0,1,3.0,0.9,29.1,-0.9
6296,OFF-AP-10002651,Office Supplies,Appliances,1570.0,1740.0,6,2.0,34.8,1705.2,135.2
6297,OFF-ST-10000689,Office Supplies,Storage,670.0,700.0,5,2.0,14.0,686.0,16.0
6298,OFF-PA-10003302,Office Supplies,Paper,120.0,140.0,4,3.0,4.2,135.8,15.8
6299,OFF-BI-10001460,Office Supplies,Binders,40.0,40.0,3,4.0,1.6,38.4,-1.6
6300,FUR-FU-10003489,Furniture,Furnishings,30.0,30.0,3,5.0,1.5,28.5,-1.5
6301,OFF-BI-10002794,Office Supplies,Binders,20.0,20.0,3,4.0,0.8,19.2,-0.8
6302,OFF-EN-10000461,Office Supplies,Envelopes,10.0,10.0,2,5.0,0.5,9.5,-0.5
6303,TEC-PH-10001305,Technology,Phones,190.0,200.0,5,2.0,4.0,196.0,6.0
6304,OFF-PA-10000167,Office Supplies,Paper,60.0,70.0,3,3.0,2.1,67.9,7.9
6305,OFF-PA-10002947,Office Supplies,Paper,10.0,10.0,1,2.0,0.2,9.8,-0.2
6306,OFF-SU-10002301,Office Supplies,Supplies,20.0,20.0,7,4.0,0.8,19.2,-0.8
6307,FUR-CH-10003298,Furniture,Chairs,80.0,100.0,1,5.0,5.0,95.0,15.0
6308,OFF-PA-10004353,Office Supplies,Paper,40.0,50.0,3,5.0,2.5,47.5,7.5
6309,FUR-CH-10000229,Furniture,Chairs,570.0,650.0,3,3.0,19.5,630.5,60.5
6310,OFF-LA-10003930,Office Supplies,Labels,600.0,630.0,8,4.0,25.2,604.8,4.8
6311,OFF-PA-10000176,Office Supplies,Paper,20.0,20.0,1,4.0,0.8,19.2,-0.8
6312,FUR-FU-10004006,Furniture,Furnishings,120.0,130.0,3,2.0,2.6,127.4,7.4
6313,OFF-ST-10001932,Office Supplies,Storage,520.0,580.0,3,3.0,17.4,562.6,42.6
6314,TEC-PH-10000923,Technology,Phones,10.0,10.0,1,2.0,0.2,9.8,-0.2
6315,OFF-AR-10000380,Office Supplies,Art,120.0,150.0,4,4.0,6.0,144.0,24.0
6316,OFF-LA-10003930,Office Supplies,Labels,180.0,200.0,2,4.0,8.0,192.0,12.0
6317,OFF-PA-10001815,Office Supplies,Paper,120.0,140.0,3,5.0,7.0,133.0,13.0
6318,OFF-PA-10004082,Office Supplies,Paper,20.0,20.0,2,4.0,0.8,19.2,-0.8
6319,TEC-PH-10004071,Technology,Phones,40.0,40.0,5,2.0,0.8,39.2,-0.8
6320,OFF-PA-10002377,Office Supplies,Paper,20.0,30.0,6,4.0,1.2,28.8,8.8
6321,OFF-PA-10001800,Office Supplies,Paper,10.0,10.0,2,5.0,0.5,9.5,-0.5
6322,OFF-BI-10002764,Office Supplies,Binders,10.0,10.0,3,3.0,0.3,9.7,-0.3
6323,OFF-EN-10004459,Office Supplies,Envelopes,20.0,20.0,2,3.0,0.6,19.4,-0.6
6324,TEC-MA-10000423,Technology,Machines,60.0,70.0,3,3.0,2.1,67.9,7.9
6325,OFF-PA-10002986,Office Supplies,Paper,20.0,30.0,5,4.0,1.2,28.8,8.8
6326,OFF-EN-10001434,Office Supplies,Envelopes,180.0,210.0,4,2.0,4.2,205.8,25.8
6327,OFF-ST-10000760,Office Supplies,Storage,10.0,10.0,1,4.0,0.4,9.6,-0.4
6328,FUR-FU-10002918,Furniture,Furnishings,250.0,270.0,3,2.0,5.4,264.6,14.6
6329,OFF-BI-10000605,Office Supplies,Binders,20.0,20.0,5,2.0,0.4,19.6,-0.4
6330,OFF-AP-10002311,Office Supplies,Appliances,230.0,250.0,4,4.0,10.0,240.0,10.0
6331,OFF-ST-10003123,Office Supplies,Storage,60.0,70.0,2,5.0,3.5,66.5,6.5
6332,OFF-AR-10004456,Office Supplies,Art,30.0,40.0,3,5.0,2.0,38.0,8.0
6333,FUR-FU-10002268,Furniture,Furnishings,10.0,10.0,3,3.0,0.3,9.7,-0.3
6334,OFF-BI-10004364,Office Supplies,Binders,30.0,30.0,5,4.0,1.2,28.8,-1.2
6335,OFF-PA-10001970,Office Supplies,Paper,40.0,50.0,4,2.0,1.0,49.0,9.0
6336,OFF-BI-10002954,Office Supplies,Binders,20.0,20.0,5,5.0,1.0,19.0,-1.0
6337,FUR-FU-10000672,Furniture,Furnishings,50.0,50.0,4,5.0,2.5,47.5,-2.5
6338,TEC-PH-10004908,Technology,Phones,290.0,340.0,5,5.0,17.0,323.0,33.0
6339,TEC-PH-10003095,Technology,Phones,70.0,90.0,4,2.0,1.8,88.2,18.2
6340,FUR-CH-10002880,Furniture,Chairs,180.0,220.0,2,4.0,8.8,211.2,31.2
6341,TEC-MA-10001047,Technology,Machines,4520.0,5200.0,4,5.0,260.0,4940.0,420.0
6342,OFF-ST-10002554,Office Supplies,Storage,140.0,160.0,4,4.0,6.4,153.6,13.6
6343,TEC-AC-10004469,Technology,Accessories,100.0,120.0,3,4.0,4.8,115.2,15.2
6344,OFF-BI-10000309,Office Supplies,Binders,20.0,30.0,2,2.0,0.6,29.4,9.4
6345,OFF-BI-10001765,Office Supplies,Binders,60.0,70.0,2,5.0,3.5,66.5,6.5
6346,TEC-PH-10001619,Technology,Phones,540.0,590.0,3,4.0,23.6,566.4,26.4
6347,OFF-LA-10002034,Office Supplies,Labels,20.0,20.0,5,4.0,0.8,19.2,-0.8
6348,OFF-BI-10000309,Office Supplies,Binders,10.0,10.0,1,3.0,0.3,9.7,-0.3
6349,OFF-ST-10000876,Office Supplies,Storage,40.0,40.0,3,2.0,0.8,39.2,-0.8
6350,OFF-SU-10002573,Office Supplies,Supplies,30.0,40.0,2,3.0,1.2,38.8,8.8
6351,FUR-FU-10004622,Furniture,Furnishings,100.0,110.0,5,3.0,3.3,106.7,6.7
6352,TEC-PH-10002549,Technology,Phones,330.0,360.0,2,5.0,18.0,342.0,12.0
6353,OFF-BI-10004209,Office Supplies,Binders,0.0,0.0,1,3.0,0.0,0.0,0.0
6354,OFF-AP-10001962,Office Supplies,Appliances,10.0,10.0,1,4.0,0.4,9.6,-0.4
6355,TEC-PH-10002922,Technology,Phones,310.0,340.0,2,2.0,6.8,333.2,23.2
6356,OFF-ST-10000642,Office Supplies,Storage,70.0,80.0,5,3.0,2.4,77.6,7.6
6357,OFF-BI-10001757,Office Supplies,Binders,20.0,20.0,5,5.0,1.0,19.0,-1.0
6358,OFF-PA-10004621,Office Supplies,Paper,30.0,30.0,4,5.0,1.5,28.5,-1.5
6359,OFF-PA-10002262,Office Supplies,Paper,10.0,10.0,1,5.0,0.5,9.5,-0.5
6360,TEC-PH-10004100,Technology,Phones,80.0,90.0,6,3.0,2.7,87.3,7.3
6361,OFF-AR-10003582,Office Supplies,Art,50.0,60.0,2,2.0,1.2,58.8,8.8
6362,OFF-AR-10003179,Office Supplies,Art,40.0,50.0,7,2.0,1.0,49.0,9.0
6363,OFF-BI-10001670,Office Supplies,Binders,140.0,150.0,5,3.0,4.5,145.5,5.5
6364,TEC-MA-10002073,Technology,Machines,880.0,1040.0,1,2.0,20.8,1019.2,139.2
6365,OFF-PA-10003797,Office Supplies,Paper,40.0,50.0,8,2.0,1.0,49.0,9.0
6366,TEC-PH-10004006,Technology,Phones,40.0,40.0,1,2.0,0.8,39.2,-0.8
6367,OFF-SU-10000646,Office Supplies,Supplies,210.0,240.0,1,4.0,9.6,230.4,20.4
6368,TEC-PH-10002262,Technology,Phones,100.0,120.0,2,2.0,2.4,117.6,17.6
6369,OFF-BI-10002082,Office Supplies,Binders,120.0,130.0,5,2.0,2.6,127.4,7.4
6370,FUR-FU-10001756,Furniture,Furnishings,30.0,40.0,5,4.0,1.6,38.4,8.4
6371,FUR-BO-10002598,Furniture,Bookcases,90.0,110.0,2,5.0,5.5,104.5,14.5
6372,FUR-FU-10001934,Furniture,Furnishings,80.0,80.0,4,5.0,4.0,76.0,-4.0
6373,OFF-AR-10001130,Office Supplies,Art,10.0,10.0,3,2.0,0.2,9.8,-0.2
6374,TEC-AC-10002049,Technology,Accessories,300.0,370.0,3,2.0,7.4,362.6,62.6
6375,FUR-CH-10001394,Furniture,Chairs,450.0,560.0,2,5.0,28.0,532.0,82.0
6376,OFF-ST-10000798,Office Supplies,Storage,90.0,100.0,5,4.0,4.0,96.0,6.0
6377,OFF-LA-10000134,Office Supplies,Labels,0.0,0.0,2,4.0,0.0,0.0,0.0
6378,FUR-FU-10002364,Furniture,Furnishings,10.0,10.0,2,4.0,0.4,9.6,-0.4
6379,TEC-AC-10004571,Technology,Accessories,80.0,100.0,1,3.0,3.0,97.0,17.0
6380,OFF-ST-10003692,Office Supplies,Storage,240.0,290.0,5,2.0,5.8,284.2,44.2
6381,OFF-FA-10001883,Office Supplies,Fasteners,40.0,50.0,8,3.0,1.5,48.5,8.5
6382,FUR-BO-10004015,Furniture,Bookcases,260.0,300.0,5,4.0,12.0,288.0,28.0
6383,TEC-PH-10000141,Technology,Phones,130.0,160.0,4,4.0,6.4,153.6,23.6
6384,OFF-BI-10001597,Office Supplies,Binders,30.0,30.0,4,3.0,0.9,29.1,-0.9
6385,TEC-AC-10003628,Technology,Accessories,40.0,50.0,2,3.0,1.5,48.5,8.5
6386,TEC-AC-10002331,Technology,Accessories,60.0,60.0,8,3.0,1.8,58.2,-1.8
6387,OFF-BI-10001098,Office Supplies,Binders,0.0,0.0,1,4.0,0.0,0.0,0.0
6388,OFF-PA-10001204,Office Supplies,Paper,10.0,10.0,2,3.0,0.3,9.7,-0.3
6389,OFF-ST-10000991,Office Supplies,Storage,190.0,230.0,2,2.0,4.6,225.4,35.4
6390,OFF-EN-10000056,Office Supplies,Envelopes,280.0,310.0,5,5.0,15.5,294.5,14.5
6391,OFF-PA-10003349,Office Supplies,Paper,10.0,10.0,2,2.0,0.2,9.8,-0.2
6392,OFF-PA-10001471,Office Supplies,Paper,10.0,10.0,2,5.0,0.5,9.5,-0.5
6393,OFF-LA-10003190,Office Supplies,Labels,10.0,10.0,2,3.0,0.3,9.7,-0.3
6394,OFF-FA-10000621,Office Supplies,Fasteners,20.0,20.0,6,2.0,0.4,19.6,-0.4
6395,FUR-FU-10002937,Furniture,Furnishings,380.0,400.0,4,4.0,16.0,384.0,4.0
6396,OFF-ST-10004507,Office Supplies,Storage,20.0,20.0,1,2.0,0.4,19.6,-0.4
6397,OFF-BI-10000279,Office Supplies,Binders,20.0,20.0,2,3.0,0.6,19.4,-0.6
6398,OFF-AR-10003651,Office Supplies,Art,10.0,10.0,2,3.0,0.3,9.7,-0.3
6399,TEC-PH-10003601,Technology,Phones,770.0,820.0,5,2.0,16.4,803.6,33.6
6400,OFF-LA-10002195,Office Supplies,Labels,20.0,20.0,8,4.0,0.8,19.2,-0.8
6401,OFF-AR-10000380,Office Supplies,Art,210.0,230.0,6,2.0,4.6,225.4,15.4
6402,FUR-BO-10000330,Furniture,Bookcases,220.0,240.0,2,3.0,7.2,232.8,12.8
6403,OFF-BI-10000591,Office Supplies,Binders,0.0,0.0,1,4.0,0.0,0.0,0.0
6404,FUR-FU-10001731,Furniture,Furnishings,10.0,10.0,3,4.0,0.4,9.6,-0.4
6405,TEC-PH-10001198,Technology,Phones,150.0,180.0,3,2.0,3.6,176.4,26.4
6406,FUR-CH-10002331,Furniture,Chairs,510.0,570.0,2,3.0,17.1,552.9,42.9
6407,OFF-ST-10002370,Office Supplies,Storage,120.0,150.0,7,4.0,6.0,144.0,24.0
6408,FUR-CH-10003981,Furniture,Chairs,770.0,900.0,5,3.0,27.0,873.0,103.0
6409,OFF-AR-10001446,Office Supplies,Art,40.0,50.0,5,2.0,1.0,49.0,9.0
6410,OFF-PA-10000300,Office Supplies,Paper,50.0,50.0,3,3.0,1.5,48.5,-1.5
6411,TEC-PH-10004071,Technology,Phones,10.0,10.0,1,2.0,0.2,9.8,-0.2
6412,OFF-PA-10003134,Office Supplies,Paper,70.0,80.0,2,4.0,3.2,76.8,6.8
6413,OFF-BI-10002735,Office Supplies,Binders,90.0,100.0,3,4.0,4.0,96.0,6.0
6414,TEC-AC-10004510,Technology,Accessories,90.0,100.0,6,2.0,2.0,98.0,8.0
6415,OFF-BI-10004099,Office Supplies,Binders,10.0,10.0,5,5.0,0.5,9.5,-0.5
6416,OFF-PA-10003395,Office Supplies,Paper,70.0,80.0,1,3.0,2.4,77.6,7.6
6417,TEC-PH-10002890,Technology,Phones,100.0,110.0,4,5.0,5.5,104.5,4.5
6418,OFF-FA-10004968,Office Supplies,Fasteners,10.0,10.0,2,3.0,0.3,9.7,-0.3
6419,OFF-SU-10001218,Office Supplies,Supplies,20.0,20.0,2,3.0,0.6,19.4,-0.6
6420,FUR-CH-10002084,Furniture,Chairs,320.0,370.0,3,5.0,18.5,351.5,31.5
6421,OFF-AR-10004269,Office Supplies,Art,10.0,10.0,3,4.0,0.4,9.6,-0.4
6422,OFF-ST-10001128,Office Supplies,Storage,300.0,330.0,3,4.0,13.2,316.8,16.8
6423,TEC-AC-10002006,Technology,Accessories,90.0,110.0,7,4.0,4.4,105.6,15.6
6424,FUR-CH-10003956,Furniture,Chairs,410.0,450.0,8,4.0,18.0,432.0,22.0
6425,OFF-PA-10000552,Office Supplies,Paper,20.0,20.0,3,2.0,0.4,19.6,-0.4
6426,TEC-CO-10004722,Technology,Copiers,7310.0,8400.0,4,3.0,252.0,8148.0,838.0
6427,OFF-BI-10004308,Office Supplies,Binders,10.0,10.0,1,3.0,0.3,9.7,-0.3
6428,OFF-PA-10000029,Office Supplies,Paper,10.0,10.0,2,2.0,0.2,9.8,-0.2
6429,TEC-PH-10004080,Technology,Phones,100.0,120.0,3,3.0,3.6,116.4,16.4
6430,OFF-ST-10001558,Office Supplies,Storage,30.0,30.0,2,5.0,1.5,28.5,-1.5
6431,FUR-TA-10001768,Furniture,Tables,870.0,950.0,6,3.0,28.5,921.5,51.5
6432,OFF-BI-10002982,Office Supplies,Binders,10.0,10.0,7,2.0,0.2,9.8,-0.2
6433,FUR-FU-10001468,Furniture,Furnishings,340.0,410.0,3,5.0,20.5,389.5,49.5
6434,OFF-PA-10001838,Office Supplies,Paper,20.0,20.0,5,4.0,0.8,19.2,-0.8
6435,TEC-PH-10002890,Technology,Phones,150.0,180.0,5,4.0,7.2,172.8,22.8
6436,FUR-FU-10004963,Furniture,Furnishings,40.0,40.0,4,2.0,0.8,39.2,-0.8
6437,OFF-ST-10000025,Office Supplies,Storage,450.0,480.0,5,5.0,24.0,456.0,6.0
6438,TEC-PH-10004389,Technology,Phones,250.0,300.0,3,5.0,15.0,285.0,35.0
6439,FUR-TA-10000577,Furniture,Tables,890.0,970.0,4,2.0,19.4,950.6,60.6
6440,FUR-CH-10003298,Furniture,Chairs,550.0,590.0,5,2.0,11.8,578.2,28.2
6441,OFF-AR-10001860,Office Supplies,Art,30.0,30.0,5,3.0,0.9,29.1,-0.9
6442,OFF-ST-10003123,Office Supplies,Storage,80.0,100.0,3,4.0,4.0,96.0,16.0
6443,OFF-PA-10001295,Office Supplies,Paper,40.0,40.0,2,5.0,2.0,38.0,-2.0
6444,OFF-LA-10000407,Office Supplies,Labels,20.0,20.0,5,3.0,0.6,19.4,-0.6
6445,FUR-FU-10003535,Furniture,Furnishings,70.0,80.0,3,5.0,4.0,76.0,6.0
6446,OFF-FA-10000611,Office Supplies,Fasteners,10.0,10.0,6,2.0,0.2,9.8,-0.2
6447,FUR-FU-10004848,Furniture,Furnishings,100.0,100.0,5,5.0,5.0,95.0,-5.0
6448,OFF-LA-10002381,Office Supplies,Labels,0.0,0.0,1,3.0,0.0,0.0,0.0
6449,OFF-ST-10000918,Office Supplies,Storage,10.0,10.0,1,4.0,0.4,9.6,-0.4
6450,OFF-BI-10000822,Office Supplies,Binders,10.0,10.0,2,4.0,0.4,9.6,-0.4
6451,OFF-PA-10002222,Office Supplies,Paper,50.0,50.0,2,5.0,2.5,47.5,-2.5
6452,OFF-AR-10004930,Office Supplies,Art,10.0,10.0,1,5.0,0.5,9.5,-0.5
6453,TEC-PH-10001750,Technology,Phones,140.0,160.0,3,4.0,6.4,153.6,13.6
6454,OFF-AR-10000657,Office Supplies,Art,0.0,0.0,2,2.0,0.0,0.0,0.0
6455,OFF-ST-10003442,Office Supplies,Storage,50.0,60.0,2,4.0,2.4,57.6,7.6
6456,FUR-FU-10003142,Furniture,Furnishings,40.0,40.0,7,4.0,1.6,38.4,-1.6
6457,TEC-PH-10002468,Technology,Phones,130.0,140.0,1,2.0,2.8,137.2,7.2
6458,OFF-AR-10004165,Office Supplies,Art,20.0,20.0,7,2.0,0.4,19.6,-0.4
6459,OFF-AR-10001919,Office Supplies,Art,0.0,0.0,2,2.0,0.0,0.0,0.0
6460,OFF-AR-10003045,Office Supplies,Art,10.0,10.0,5,4.0,0.4,9.6,-0.4
6461,OFF-AR-10003338,Office Supplies,Art,40.0,40.0,5,4.0,1.6,38.4,-1.6
6462,TEC-AC-10003280,Technology,Accessories,70.0,90.0,3,3.0,2.7,87.3,17.3
6463,FUR-CH-10003298,Furniture,Chairs,220.0,260.0,2,3.0,7.8,252.2,32.2
6464,OFF-LA-10004544,Office Supplies,Labels,60.0,70.0,5,2.0,1.4,68.6,8.6
6465,FUR-FU-10004586,Furniture,Furnishings,10.0,10.0,2,2.0,0.2,9.8,-0.2
6466,OFF-ST-10003572,Office Supplies,Storage,70.0,80.0,6,3.0,2.4,77.6,7.6
6467,TEC-AC-10002331,Technology,Accessories,60.0,70.0,7,4.0,2.8,67.2,7.2
6468,OFF-ST-10000142,Office Supplies,Storage,1850.0,2080.0,5,5.0,104.0,1976.0,126.0
6469,TEC-PH-10000441,Technology,Phones,520.0,630.0,5,3.0,18.9,611.1,91.1
6470,FUR-FU-10004864,Furniture,Furnishings,60.0,70.0,6,2.0,1.4,68.6,8.6
6471,TEC-PH-10001750,Technology,Phones,110.0,130.0,2,3.0,3.9,126.1,16.1
6472,TEC-AC-10004510,Technology,Accessories,100.0,110.0,7,3.0,3.3,106.7,6.7
6473,OFF-LA-10001074,Office Supplies,Labels,90.0,100.0,10,4.0,4.0,96.0,6.0
6474,OFF-AP-10003590,Office Supplies,Appliances,760.0,870.0,3,4.0,34.8,835.2,75.2
6475,FUR-BO-10003433,Furniture,Bookcases,50.0,60.0,4,3.0,1.8,58.2,8.2
6476,OFF-BI-10002432,Office Supplies,Binders,0.0,0.0,3,4.0,0.0,0.0,0.0
6477,OFF-AP-10003622,Office Supplies,Appliances,10.0,10.0,2,4.0,0.4,9.6,-0.4
6478,TEC-AC-10003832,Technology,Accessories,170.0,210.0,1,3.0,6.3,203.7,33.7
6479,OFF-PA-10000809,Office Supplies,Paper,20.0,20.0,3,5.0,1.0,19.0,-1.0
6480,TEC-PH-10000441,Technology,Phones,420.0,500.0,5,4.0,20.0,480.0,60.0
6481,OFF-AP-10002287,Office Supplies,Appliances,20.0,20.0,7,2.0,0.4,19.6,-0.4
6482,FUR-BO-10002824,Furniture,Bookcases,210.0,240.0,2,3.0,7.2,232.8,22.8
6483,TEC-AC-10002942,Technology,Accessories,100.0,110.0,2,2.0,2.2,107.8,7.8
6484,FUR-TA-10001932,Furniture,Tables,350.0,380.0,2,2.0,7.6,372.4,22.4
6485,TEC-MA-10003173,Technology,Machines,70.0,80.0,6,5.0,4.0,76.0,6.0
6486,OFF-PA-10004156,Office Supplies,Paper,40.0,50.0,4,3.0,1.5,48.5,8.5
6487,OFF-AP-10002945,Office Supplies,Appliances,870.0,960.0,4,2.0,19.2,940.8,70.8
6488,OFF-BI-10000948,Office Supplies,Binders,10.0,10.0,3,5.0,0.5,9.5,-0.5
6489,OFF-PA-10002254,Office Supplies,Paper,240.0,300.0,14,3.0,9.0,291.0,51.0
6490,OFF-PA-10004782,Office Supplies,Paper,20.0,30.0,5,2.0,0.6,29.4,9.4
6491,FUR-FU-10000222,Furniture,Furnishings,90.0,100.0,4,4.0,4.0,96.0,6.0
6492,FUR-BO-10004695,Furniture,Bookcases,230.0,290.0,2,3.0,8.7,281.3,51.3
6493,OFF-ST-10003327,Office Supplies,Storage,40.0,40.0,5,5.0,2.0,38.0,-2.0
6494,TEC-PH-10003357,Technology,Phones,230.0,240.0,4,4.0,9.6,230.4,0.4
6495,TEC-AC-10002167,Technology,Accessories,20.0,20.0,2,2.0,0.4,19.6,-0.4
6496,OFF-PA-10001937,Office Supplies,Paper,20.0,20.0,3,3.0,0.6,19.4,-0.6
6497,TEC-AC-10004510,Technology,Accessories,20.0,30.0,2,3.0,0.9,29.1,9.1
6498,FUR-FU-10001487,Furniture,Furnishings,20.0,20.0,3,2.0,0.4,19.6,-0.4
6499,OFF-BI-10000069,Office Supplies,Binders,120.0,140.0,9,2.0,2.8,137.2,17.2
6500,TEC-AC-10003289,Technology,Accessories,250.0,280.0,14,3.0,8.4,271.6,21.6
6501,OFF-BI-10000069,Office Supplies,Binders,80.0,90.0,6,5.0,4.5,85.5,5.5
6502,TEC-PH-10001299,Technology,Phones,480.0,540.0,6,4.0,21.6,518.4,38.4
6503,TEC-PH-10001552,Technology,Phones,40.0,50.0,7,5.0,2.5,47.5,7.5
6504,OFF-BI-10001098,Office Supplies,Binders,20.0,20.0,3,5.0,1.0,19.0,-1.0
6505,OFF-ST-10000142,Office Supplies,Storage,1100.0,1250.0,3,3.0,37.5,1212.5,112.5
6506,OFF-AR-10001547,Office Supplies,Art,10.0,10.0,3,5.0,0.5,9.5,-0.5
6507,OFF-PA-10001593,Office Supplies,Paper,20.0,20.0,4,5.0,1.0,19.0,-1.0
6508,FUR-FU-10004071,Furniture,Furnishings,280.0,330.0,4,5.0,16.5,313.5,33.5
6509,OFF-PA-10001970,Office Supplies,Paper,240.0,280.0,5,3.0,8.4,271.6,31.6
6510,OFF-BI-10001524,Office Supplies,Binders,50.0,50.0,3,5.0,2.5,47.5,-2.5
6511,OFF-PA-10004156,Office Supplies,Paper,30.0,30.0,3,2.0,0.6,29.4,-0.6
6512,OFF-AR-10003158,Office Supplies,Art,20.0,20.0,6,3.0,0.6,19.4,-0.6
6513,OFF-LA-10004559,Office Supplies,Labels,10.0,10.0,4,2.0,0.2,9.8,-0.2
6514,OFF-PA-10001033,Office Supplies,Paper,240.0,290.0,7,3.0,8.7,281.3,41.3
6515,TEC-PH-10001336,Technology,Phones,190.0,210.0,2,3.0,6.3,203.7,13.7
6516,FUR-CH-10002961,Furniture,Chairs,200.0,220.0,3,3.0,6.6,213.4,13.4
6517,FUR-FU-10001488,Furniture,Furnishings,480.0,530.0,5,2.0,10.6,519.4,39.4
6518,OFF-AR-10001915,Office Supplies,Art,80.0,100.0,10,2.0,2.0,98.0,18.0
6519,OFF-AP-10001205,Office Supplies,Appliances,100.0,110.0,2,2.0,2.2,107.8,7.8
6520,OFF-BI-10004528,Office Supplies,Binders,0.0,0.0,1,3.0,0.0,0.0,0.0
6521,OFF-BI-10004995,Office Supplies,Binders,4570.0,5440.0,4,4.0,217.6,5222.4,652.4
6522,FUR-CH-10004626,Furniture,Chairs,280.0,300.0,3,3.0,9.0,291.0,11.0
6523,OFF-PA-10001260,Office Supplies,Paper,50.0,60.0,7,2.0,1.2,58.8,8.8
6524,OFF-LA-10002945,Office Supplies,Labels,10.0,10.0,2,2.0,0.2,9.8,-0.2
